Unnamed: 0,b_w,b_b,monthly_cuml,months,seed,alpha,shift,D
11,0.07,0.03,4.0,11,864a936a3532,0.1,3,0.8
12,0.07,0.03,4.0,12,864a936a3532,0.1,3,0.8
13,0.07,0.03,4.0,13,864a936a3532,0.1,3,0.8
0,0.07,0.03,1.0,0,2e99a1f37adb,0.1,3,0.8
1,0.07,0.03,1.0,1,2e99a1f37adb,0.1,3,0.8
2,0.07,0.03,1.0,2,2e99a1f37adb,0.1,3,0.8
3,0.07,0.03,1.0,3,2e99a1f37adb,0.1,3,0.8
4,0.07,0.03,1.0,4,2e99a1f37adb,0.1,3,0.8
5,0.07,0.03,1.0,5,2e99a1f37adb,0.1,3,0.8
6,0.07,0.03,1.0,6,2e99a1f37adb,0.1,3,0.8
7,0.07,0.03,1.0,7,2e99a1f37adb,0.1,3,0.8
8,0.07,0.03,1.0,8,2e99a1f37adb,0.1,3,0.8
9,0.07,0.03,1.0,9,2e99a1f37adb,0.1,3,0.8
10,0.07,0.03,1.0,10,2e99a1f37adb,0.1,3,0.8
11,0.07,0.03,1.0,11,2e99a1f37adb,0.1,3,0.8
12,0.07,0.03,1.0,12,2e99a1f37adb,0.1,3,0.8
13,0.07,0.03,1.0,13,2e99a1f37adb,0.1,3,0.8
0,0.07,0.03,1.0,0,b8a3a094fb6d,0.1,3,0.8
1,0.07,0.03,2.0,1,b8a3a094fb6d,0.1,3,0.8
2,0.07,0.03,2.0,2,b8a3a094fb6d,0.1,3,0.8
3,0.07,0.03,10.0,3,b8a3a094fb6d,0.1,3,0.8
4,0.07,0.03,31.0,4,b8a3a094fb6d,0.1,3,0.8
5,0.07,0.03,83.0,5,b8a3a094fb6d,0.1,3,0.8
6,0.07,0.03,236.0,6,b8a3a094fb6d,0.1,3,0.8
7,0.07,0.03,392.0,7,b8a3a094fb6d,0.1,3,0.8
8,0.07,0.03,537.0,8,b8a3a094fb6d,0.1,3,0.8
9,0.07,0.03,769.0,9,b8a3a094fb6d,0.1,3,0.8
10,0.07,0.03,897.0,10,b8a3a094fb6d,0.1,3,0.8
11,0.07,0.03,996.0,11,b8a3a094fb6d,0.1,3,0.8
12,0.07,0.03,1156.0,12,b8a3a094fb6d,0.1,3,0.8
13,0.07,0.03,1271.0,13,b8a3a094fb6d,0.1,3,0.8
0,0.07,0.03,2.0,0,733f3fda0606,0.1,3,0.8
1,0.07,0.03,13.0,1,733f3fda0606,0.1,3,0.8
2,0.07,0.03,43.0,2,733f3fda0606,0.1,3,0.8
3,0.07,0.03,138.0,3,733f3fda0606,0.1,3,0.8
4,0.07,0.03,309.0,4,733f3fda0606,0.1,3,0.8
5,0.07,0.03,503.0,5,733f3fda0606,0.1,3,0.8
6,0.07,0.03,695.0,6,733f3fda0606,0.1,3,0.8
7,0.07,0.03,838.0,7,733f3fda0606,0.1,3,0.8
8,0.07,0.03,906.0,8,733f3fda0606,0.1,3,0.8
9,0.07,0.03,1076.0,9,733f3fda0606,0.1,3,0.8
10,0.07,0.03,1155.0,10,733f3fda0606,0.1,3,0.8
11,0.07,0.03,1186.0,11,733f3fda0606,0.1,3,0.8
12,0.07,0.03,1294.0,12,733f3fda0606,0.1,3,0.8
13,0.07,0.03,1385.0,13,733f3fda0606,0.1,3,0.8
0,0.07,0.03,1.0,0,25d0d1d17248,0.1,3,0.8
1,0.07,0.03,1.0,1,25d0d1d17248,0.1,3,0.8
2,0.07,0.03,1.0,2,25d0d1d17248,0.1,3,0.8
3,0.07,0.03,1.0,3,25d0d1d17248,0.1,3,0.8
4,0.07,0.03,1.0,4,25d0d1d17248,0.1,3,0.8
5,0.07,0.03,1.0,5,25d0d1d17248,0.1,3,0.8
6,0.07,0.03,1.0,6,25d0d1d17248,0.1,3,0.8
7,0.07,0.03,1.0,7,25d0d1d17248,0.1,3,0.8
8,0.07,0.03,1.0,8,25d0d1d17248,0.1,3,0.8
9,0.07,0.03,1.0,9,25d0d1d17248,0.1,3,0.8
10,0.07,0.03,1.0,10,25d0d1d17248,0.1,3,0.8
11,0.07,0.03,1.0,11,25d0d1d17248,0.1,3,0.8
12,0.07,0.03,1.0,12,25d0d1d17248,0.1,3,0.8
13,0.07,0.03,1.0,13,25d0d1d17248,0.1,3,0.8
0,0.07,0.03,1.0,0,62df359b8982,0.1,3,0.8
1,0.07,0.03,3.0,1,62df359b8982,0.1,3,0.8
2,0.07,0.03,3.0,2,62df359b8982,0.1,3,0.8
3,0.07,0.03,8.0,3,62df359b8982,0.1,3,0.8
4,0.07,0.03,21.0,4,62df359b8982,0.1,3,0.8
5,0.07,0.03,41.0,5,62df359b8982,0.1,3,0.8
6,0.07,0.03,105.0,6,62df359b8982,0.1,3,0.8
7,0.07,0.03,234.0,7,62df359b8982,0.1,3,0.8
8,0.07,0.03,405.0,8,62df359b8982,0.1,3,0.8
9,0.07,0.03,635.0,9,62df359b8982,0.1,3,0.8
10,0.07,0.03,796.0,10,62df359b8982,0.1,3,0.8
11,0.07,0.03,913.0,11,62df359b8982,0.1,3,0.8
12,0.07,0.03,1080.0,12,62df359b8982,0.1,3,0.8
13,0.07,0.03,1213.0,13,62df359b8982,0.1,3,0.8
0,0.07,0.03,1.0,0,30ba32ee0941,0.1,3,0.8
1,0.07,0.03,2.0,1,30ba32ee0941,0.1,3,0.8
2,0.07,0.03,2.0,2,30ba32ee0941,0.1,3,0.8
3,0.07,0.03,8.0,3,30ba32ee0941,0.1,3,0.8
4,0.07,0.03,21.0,4,30ba32ee0941,0.1,3,0.8
5,0.07,0.03,54.0,5,30ba32ee0941,0.1,3,0.8
6,0.07,0.03,137.0,6,30ba32ee0941,0.1,3,0.8
7,0.07,0.03,273.0,7,30ba32ee0941,0.1,3,0.8
8,0.07,0.03,452.0,8,30ba32ee0941,0.1,3,0.8
9,0.07,0.03,679.0,9,30ba32ee0941,0.1,3,0.8
10,0.07,0.03,829.0,10,30ba32ee0941,0.1,3,0.8
11,0.07,0.03,938.0,11,30ba32ee0941,0.1,3,0.8
12,0.07,0.03,1101.0,12,30ba32ee0941,0.1,3,0.8
13,0.07,0.03,1234.0,13,30ba32ee0941,0.1,3,0.8
0,0.07,0.03,2.0,0,483aab8b1f38,0.1,3,0.8
1,0.07,0.03,12.0,1,483aab8b1f38,0.1,3,0.8
2,0.07,0.03,38.0,2,483aab8b1f38,0.1,3,0.8
3,0.07,0.03,143.0,3,483aab8b1f38,0.1,3,0.8
4,0.07,0.03,307.0,4,483aab8b1f38,0.1,3,0.8
5,0.07,0.03,488.0,5,483aab8b1f38,0.1,3,0.8
6,0.07,0.03,667.0,6,483aab8b1f38,0.1,3,0.8
7,0.07,0.03,820.0,7,483aab8b1f38,0.1,3,0.8
8,0.07,0.03,898.0,8,483aab8b1f38,0.1,3,0.8
9,0.07,0.03,1063.0,9,483aab8b1f38,0.1,3,0.8
10,0.07,0.03,1152.0,10,483aab8b1f38,0.1,3,0.8
11,0.07,0.03,1187.0,11,483aab8b1f38,0.1,3,0.8
12,0.07,0.03,1293.0,12,483aab8b1f38,0.1,3,0.8
13,0.07,0.03,1383.0,13,483aab8b1f38,0.1,3,0.8
0,0.07,0.03,1.0,0,c06f8d737725,0.1,3,0.8
1,0.07,0.03,6.0,1,c06f8d737725,0.1,3,0.8
2,0.07,0.03,6.0,2,c06f8d737725,0.1,3,0.8
3,0.07,0.03,26.0,3,c06f8d737725,0.1,3,0.8
4,0.07,0.03,91.0,4,c06f8d737725,0.1,3,0.8
5,0.07,0.03,210.0,5,c06f8d737725,0.1,3,0.8
6,0.07,0.03,403.0,6,c06f8d737725,0.1,3,0.8
7,0.07,0.03,543.0,7,c06f8d737725,0.1,3,0.8
8,0.07,0.03,652.0,8,c06f8d737725,0.1,3,0.8
9,0.07,0.03,843.0,9,c06f8d737725,0.1,3,0.8
10,0.07,0.03,977.0,10,c06f8d737725,0.1,3,0.8
11,0.07,0.03,1052.0,11,c06f8d737725,0.1,3,0.8
12,0.07,0.03,1191.0,12,c06f8d737725,0.1,3,0.8
13,0.07,0.03,1308.0,13,c06f8d737725,0.1,3,0.8
0,0.07,0.03,2.0,0,5fc81d2cb649,0.1,3,0.8
1,0.07,0.03,2.0,1,5fc81d2cb649,0.1,3,0.8
2,0.07,0.03,4.0,2,5fc81d2cb649,0.1,3,0.8
3,0.07,0.03,7.0,3,5fc81d2cb649,0.1,3,0.8
4,0.07,0.03,19.0,4,5fc81d2cb649,0.1,3,0.8
5,0.07,0.03,45.0,5,5fc81d2cb649,0.1,3,0.8
6,0.07,0.03,113.0,6,5fc81d2cb649,0.1,3,0.8
7,0.07,0.03,218.0,7,5fc81d2cb649,0.1,3,0.8
8,0.07,0.03,381.0,8,5fc81d2cb649,0.1,3,0.8
9,0.07,0.03,635.0,9,5fc81d2cb649,0.1,3,0.8
10,0.07,0.03,819.0,10,5fc81d2cb649,0.1,3,0.8
11,0.07,0.03,929.0,11,5fc81d2cb649,0.1,3,0.8
12,0.07,0.03,1086.0,12,5fc81d2cb649,0.1,3,0.8
13,0.07,0.03,1206.0,13,5fc81d2cb649,0.1,3,0.8
0,0.07,0.03,1.0,0,0ce9b5b728b4,0.1,3,0.8
1,0.07,0.03,2.0,1,0ce9b5b728b4,0.1,3,0.8
2,0.07,0.03,2.0,2,0ce9b5b728b4,0.1,3,0.8
3,0.07,0.03,2.0,3,0ce9b5b728b4,0.1,3,0.8
4,0.07,0.03,12.0,4,0ce9b5b728b4,0.1,3,0.8
5,0.07,0.03,22.0,5,0ce9b5b728b4,0.1,3,0.8
6,0.07,0.03,71.0,6,0ce9b5b728b4,0.1,3,0.8
7,0.07,0.03,165.0,7,0ce9b5b728b4,0.1,3,0.8
8,0.07,0.03,289.0,8,0ce9b5b728b4,0.1,3,0.8
9,0.07,0.03,482.0,9,0ce9b5b728b4,0.1,3,0.8
10,0.07,0.03,665.0,10,0ce9b5b728b4,0.1,3,0.8
11,0.07,0.03,788.0,11,0ce9b5b728b4,0.1,3,0.8
12,0.07,0.03,949.0,12,0ce9b5b728b4,0.1,3,0.8
13,0.07,0.03,1124.0,13,0ce9b5b728b4,0.1,3,0.8
0,0.07,0.03,11.0,0,8ba5ef4e282b,0.1,3,0.8
1,0.07,0.03,36.0,1,8ba5ef4e282b,0.1,3,0.8
2,0.07,0.03,76.0,2,8ba5ef4e282b,0.1,3,0.8
3,0.07,0.03,228.0,3,8ba5ef4e282b,0.1,3,0.8
4,0.07,0.03,420.0,4,8ba5ef4e282b,0.1,3,0.8
5,0.07,0.03,602.0,5,8ba5ef4e282b,0.1,3,0.8
6,0.07,0.03,806.0,6,8ba5ef4e282b,0.1,3,0.8
7,0.07,0.03,927.0,7,8ba5ef4e282b,0.1,3,0.8
8,0.07,0.03,977.0,8,8ba5ef4e282b,0.1,3,0.8
9,0.07,0.03,1127.0,9,8ba5ef4e282b,0.1,3,0.8
10,0.07,0.03,1197.0,10,8ba5ef4e282b,0.1,3,0.8
11,0.07,0.03,1226.0,11,8ba5ef4e282b,0.1,3,0.8
12,0.07,0.03,1321.0,12,8ba5ef4e282b,0.1,3,0.8
13,0.07,0.03,1403.0,13,8ba5ef4e282b,0.1,3,0.8
0,0.07,0.03,3.0,0,9b78f35e0196,0.1,3,0.8
1,0.07,0.03,7.0,1,9b78f35e0196,0.1,3,0.8
2,0.07,0.03,24.0,2,9b78f35e0196,0.1,3,0.8
3,0.07,0.03,53.0,3,9b78f35e0196,0.1,3,0.8
4,0.07,0.03,130.0,4,9b78f35e0196,0.1,3,0.8
5,0.07,0.03,276.0,5,9b78f35e0196,0.1,3,0.8
6,0.07,0.03,487.0,6,9b78f35e0196,0.1,3,0.8
7,0.07,0.03,646.0,7,9b78f35e0196,0.1,3,0.8
8,0.07,0.03,738.0,8,9b78f35e0196,0.1,3,0.8
9,0.07,0.03,930.0,9,9b78f35e0196,0.1,3,0.8
10,0.07,0.03,1041.0,10,9b78f35e0196,0.1,3,0.8
11,0.07,0.03,1096.0,11,9b78f35e0196,0.1,3,0.8
12,0.07,0.03,1225.0,12,9b78f35e0196,0.1,3,0.8
13,0.07,0.03,1325.0,13,9b78f35e0196,0.1,3,0.8
0,0.07,0.03,3.0,0,caa27da5d078,0.1,3,0.8
1,0.07,0.03,9.0,1,caa27da5d078,0.1,3,0.8
2,0.07,0.03,17.0,2,caa27da5d078,0.1,3,0.8
3,0.07,0.03,85.0,3,caa27da5d078,0.1,3,0.8
4,0.07,0.03,208.0,4,caa27da5d078,0.1,3,0.8
5,0.07,0.03,432.0,5,caa27da5d078,0.1,3,0.8
6,0.07,0.03,631.0,6,caa27da5d078,0.1,3,0.8
7,0.07,0.03,764.0,7,caa27da5d078,0.1,3,0.8
8,0.07,0.03,839.0,8,caa27da5d078,0.1,3,0.8
9,0.07,0.03,1013.0,9,caa27da5d078,0.1,3,0.8
10,0.07,0.03,1104.0,10,caa27da5d078,0.1,3,0.8
11,0.07,0.03,1143.0,11,caa27da5d078,0.1,3,0.8
12,0.07,0.03,1252.0,12,caa27da5d078,0.1,3,0.8
13,0.07,0.03,1355.0,13,caa27da5d078,0.1,3,0.8
0,0.07,0.03,2.0,0,7995b28bf42b,0.1,3,0.8
1,0.07,0.03,6.0,1,7995b28bf42b,0.1,3,0.8
2,0.07,0.03,8.0,2,7995b28bf42b,0.1,3,0.8
3,0.07,0.03,33.0,3,7995b28bf42b,0.1,3,0.8
4,0.07,0.03,96.0,4,7995b28bf42b,0.1,3,0.8
5,0.07,0.03,236.0,5,7995b28bf42b,0.1,3,0.8
6,0.07,0.03,418.0,6,7995b28bf42b,0.1,3,0.8
7,0.07,0.03,575.0,7,7995b28bf42b,0.1,3,0.8
8,0.07,0.03,665.0,8,7995b28bf42b,0.1,3,0.8
9,0.07,0.03,873.0,9,7995b28bf42b,0.1,3,0.8
10,0.07,0.03,991.0,10,7995b28bf42b,0.1,3,0.8
11,0.07,0.03,1065.0,11,7995b28bf42b,0.1,3,0.8
12,0.07,0.03,1198.0,12,7995b28bf42b,0.1,3,0.8
13,0.07,0.03,1303.0,13,7995b28bf42b,0.1,3,0.8
0,0.07,0.03,3.0,0,a9a0b0986b33,0.1,3,0.8
1,0.07,0.03,8.0,1,a9a0b0986b33,0.1,3,0.8
2,0.07,0.03,19.0,2,a9a0b0986b33,0.1,3,0.8
3,0.07,0.03,94.0,3,a9a0b0986b33,0.1,3,0.8
4,0.07,0.03,206.0,4,a9a0b0986b33,0.1,3,0.8
5,0.07,0.03,417.0,5,a9a0b0986b33,0.1,3,0.8
6,0.07,0.03,612.0,6,a9a0b0986b33,0.1,3,0.8
7,0.07,0.03,733.0,7,a9a0b0986b33,0.1,3,0.8
8,0.07,0.03,821.0,8,a9a0b0986b33,0.1,3,0.8
9,0.07,0.03,1003.0,9,a9a0b0986b33,0.1,3,0.8
10,0.07,0.03,1092.0,10,a9a0b0986b33,0.1,3,0.8
11,0.07,0.03,1130.0,11,a9a0b0986b33,0.1,3,0.8
12,0.07,0.03,1245.0,12,a9a0b0986b33,0.1,3,0.8
13,0.07,0.03,1340.0,13,a9a0b0986b33,0.1,3,0.8
0,0.07,0.03,1.0,0,4162e4a359ba,0.1,3,0.8
1,0.07,0.03,6.0,1,4162e4a359ba,0.1,3,0.8
2,0.07,0.03,22.0,2,4162e4a359ba,0.1,3,0.8
3,0.07,0.03,66.0,3,4162e4a359ba,0.1,3,0.8
4,0.07,0.03,150.0,4,4162e4a359ba,0.1,3,0.8
5,0.07,0.03,338.0,5,4162e4a359ba,0.1,3,0.8
6,0.07,0.03,525.0,6,4162e4a359ba,0.1,3,0.8
7,0.07,0.03,664.0,7,4162e4a359ba,0.1,3,0.8
8,0.07,0.03,755.0,8,4162e4a359ba,0.1,3,0.8
9,0.07,0.03,935.0,9,4162e4a359ba,0.1,3,0.8
10,0.07,0.03,1041.0,10,4162e4a359ba,0.1,3,0.8
11,0.07,0.03,1101.0,11,4162e4a359ba,0.1,3,0.8
12,0.07,0.03,1232.0,12,4162e4a359ba,0.1,3,0.8
13,0.07,0.03,1332.0,13,4162e4a359ba,0.1,3,0.8
0,0.07,0.03,6.0,0,e719f90cfd4e,0.1,3,0.8
1,0.07,0.03,21.0,1,e719f90cfd4e,0.1,3,0.8
2,0.07,0.03,45.0,2,e719f90cfd4e,0.1,3,0.8
3,0.07,0.03,143.0,3,e719f90cfd4e,0.1,3,0.8
4,0.07,0.03,306.0,4,e719f90cfd4e,0.1,3,0.8
5,0.07,0.03,499.0,5,e719f90cfd4e,0.1,3,0.8
6,0.07,0.03,705.0,6,e719f90cfd4e,0.1,3,0.8
7,0.07,0.03,842.0,7,e719f90cfd4e,0.1,3,0.8
8,0.07,0.03,918.0,8,e719f90cfd4e,0.1,3,0.8
9,0.07,0.03,1074.0,9,e719f90cfd4e,0.1,3,0.8
10,0.07,0.03,1148.0,10,e719f90cfd4e,0.1,3,0.8
11,0.07,0.03,1181.0,11,e719f90cfd4e,0.1,3,0.8
12,0.07,0.03,1287.0,12,e719f90cfd4e,0.1,3,0.8
13,0.07,0.03,1379.0,13,e719f90cfd4e,0.1,3,0.8
0,0.07,0.03,6.0,0,97a6d21df7c5,0.1,3,0.8
1,0.07,0.03,28.0,1,97a6d21df7c5,0.1,3,0.8
2,0.07,0.03,71.0,2,97a6d21df7c5,0.1,3,0.8
3,0.07,0.03,209.0,3,97a6d21df7c5,0.1,3,0.8
4,0.07,0.03,433.0,4,97a6d21df7c5,0.1,3,0.8
5,0.07,0.03,662.0,5,97a6d21df7c5,0.1,3,0.8
6,0.07,0.03,865.0,6,97a6d21df7c5,0.1,3,0.8
7,0.07,0.03,979.0,7,97a6d21df7c5,0.1,3,0.8
8,0.07,0.03,1018.0,8,97a6d21df7c5,0.1,3,0.8
9,0.07,0.03,1165.0,9,97a6d21df7c5,0.1,3,0.8
10,0.07,0.03,1235.0,10,97a6d21df7c5,0.1,3,0.8
11,0.07,0.03,1265.0,11,97a6d21df7c5,0.1,3,0.8
12,0.07,0.03,1364.0,12,97a6d21df7c5,0.1,3,0.8
13,0.07,0.03,1450.0,13,97a6d21df7c5,0.1,3,0.8
0,0.07,0.03,4.0,0,6e39997df32e,0.1,3,0.8
1,0.07,0.03,15.0,1,6e39997df32e,0.1,3,0.8
2,0.07,0.03,29.0,2,6e39997df32e,0.1,3,0.8
3,0.07,0.03,77.0,3,6e39997df32e,0.1,3,0.8
4,0.07,0.03,223.0,4,6e39997df32e,0.1,3,0.8
5,0.07,0.03,416.0,5,6e39997df32e,0.1,3,0.8
6,0.07,0.03,653.0,6,6e39997df32e,0.1,3,0.8
7,0.07,0.03,811.0,7,6e39997df32e,0.1,3,0.8
8,0.07,0.03,880.0,8,6e39997df32e,0.1,3,0.8
9,0.07,0.03,1045.0,9,6e39997df32e,0.1,3,0.8
10,0.07,0.03,1129.0,10,6e39997df32e,0.1,3,0.8
11,0.07,0.03,1169.0,11,6e39997df32e,0.1,3,0.8
12,0.07,0.03,1276.0,12,6e39997df32e,0.1,3,0.8
13,0.07,0.03,1367.0,13,6e39997df32e,0.1,3,0.8
0,0.07,0.03,20.0,0,1e61da9318ad,0.1,3,0.8
1,0.07,0.03,48.0,1,1e61da9318ad,0.1,3,0.8
2,0.07,0.03,100.0,2,1e61da9318ad,0.1,3,0.8
3,0.07,0.03,293.0,3,1e61da9318ad,0.1,3,0.8
4,0.07,0.03,503.0,4,1e61da9318ad,0.1,3,0.8
5,0.07,0.03,724.0,5,1e61da9318ad,0.1,3,0.8
6,0.07,0.03,899.0,6,1e61da9318ad,0.1,3,0.8
7,0.07,0.03,988.0,7,1e61da9318ad,0.1,3,0.8
8,0.07,0.03,1039.0,8,1e61da9318ad,0.1,3,0.8
9,0.07,0.03,1170.0,9,1e61da9318ad,0.1,3,0.8
10,0.07,0.03,1236.0,10,1e61da9318ad,0.1,3,0.8
11,0.07,0.03,1257.0,11,1e61da9318ad,0.1,3,0.8
12,0.07,0.03,1345.0,12,1e61da9318ad,0.1,3,0.8
13,0.07,0.03,1425.0,13,1e61da9318ad,0.1,3,0.8
0,0.07,0.03,4.0,0,61c554af9e42,0.1,3,0.8
1,0.07,0.03,20.0,1,61c554af9e42,0.1,3,0.8
2,0.07,0.03,42.0,2,61c554af9e42,0.1,3,0.8
3,0.07,0.03,108.0,3,61c554af9e42,0.1,3,0.8
4,0.07,0.03,283.0,4,61c554af9e42,0.1,3,0.8
5,0.07,0.03,489.0,5,61c554af9e42,0.1,3,0.8
6,0.07,0.03,745.0,6,61c554af9e42,0.1,3,0.8
7,0.07,0.03,872.0,7,61c554af9e42,0.1,3,0.8
8,0.07,0.03,933.0,8,61c554af9e42,0.1,3,0.8
9,0.07,0.03,1089.0,9,61c554af9e42,0.1,3,0.8
10,0.07,0.03,1164.0,10,61c554af9e42,0.1,3,0.8
11,0.07,0.03,1195.0,11,61c554af9e42,0.1,3,0.8
12,0.07,0.03,1299.0,12,61c554af9e42,0.1,3,0.8
13,0.07,0.03,1387.0,13,61c554af9e42,0.1,3,0.8
0,0.07,0.03,20.0,0,1010859799ff,0.1,3,0.8
1,0.07,0.03,49.0,1,1010859799ff,0.1,3,0.8
2,0.07,0.03,108.0,2,1010859799ff,0.1,3,0.8
3,0.07,0.03,283.0,3,1010859799ff,0.1,3,0.8
4,0.07,0.03,526.0,4,1010859799ff,0.1,3,0.8
5,0.07,0.03,763.0,5,1010859799ff,0.1,3,0.8
6,0.07,0.03,925.0,6,1010859799ff,0.1,3,0.8
7,0.07,0.03,1025.0,7,1010859799ff,0.1,3,0.8
8,0.07,0.03,1070.0,8,1010859799ff,0.1,3,0.8
9,0.07,0.03,1203.0,9,1010859799ff,0.1,3,0.8
10,0.07,0.03,1283.0,10,1010859799ff,0.1,3,0.8
11,0.07,0.03,1305.0,11,1010859799ff,0.1,3,0.8
12,0.07,0.03,1395.0,12,1010859799ff,0.1,3,0.8
13,0.07,0.03,1484.0,13,1010859799ff,0.1,3,0.8
0,0.07,0.03,1.0,0,eadfccb71b44,0.1,3,0.8
1,0.07,0.03,1.0,1,eadfccb71b44,0.1,3,0.8
2,0.07,0.03,2.0,2,eadfccb71b44,0.1,3,0.8
3,0.07,0.03,2.0,3,eadfccb71b44,0.1,3,0.8
4,0.07,0.03,2.0,4,eadfccb71b44,0.1,3,0.8
5,0.07,0.03,4.0,5,eadfccb71b44,0.1,3,0.8
6,0.07,0.03,4.0,6,eadfccb71b44,0.1,3,0.8
7,0.07,0.03,6.0,7,eadfccb71b44,0.1,3,0.8
8,0.07,0.03,7.0,8,eadfccb71b44,0.1,3,0.8
9,0.07,0.03,7.0,9,eadfccb71b44,0.1,3,0.8
10,0.07,0.03,7.0,10,eadfccb71b44,0.1,3,0.8
11,0.07,0.03,7.0,11,eadfccb71b44,0.1,3,0.8
12,0.07,0.03,7.0,12,eadfccb71b44,0.1,3,0.8
13,0.07,0.03,10.0,13,eadfccb71b44,0.1,3,0.8
0,0.07,0.03,1.0,0,8da5c2f12762,0.1,3,0.8
1,0.07,0.03,2.0,1,8da5c2f12762,0.1,3,0.8
2,0.07,0.03,2.0,2,8da5c2f12762,0.1,3,0.8
3,0.07,0.03,3.0,3,8da5c2f12762,0.1,3,0.8
4,0.07,0.03,7.0,4,8da5c2f12762,0.1,3,0.8
5,0.07,0.03,10.0,5,8da5c2f12762,0.1,3,0.8
6,0.07,0.03,13.0,6,8da5c2f12762,0.1,3,0.8
7,0.07,0.03,18.0,7,8da5c2f12762,0.1,3,0.8
8,0.07,0.03,23.0,8,8da5c2f12762,0.1,3,0.8
9,0.07,0.03,33.0,9,8da5c2f12762,0.1,3,0.8
10,0.07,0.03,78.0,10,8da5c2f12762,0.1,3,0.8
11,0.07,0.03,196.0,11,8da5c2f12762,0.1,3,0.8
12,0.07,0.03,328.0,12,8da5c2f12762,0.1,3,0.8
13,0.07,0.03,554.0,13,8da5c2f12762,0.1,3,0.8
0,0.07,0.03,2.0,0,7dcf1501322b,0.1,3,0.8
1,0.07,0.03,8.0,1,7dcf1501322b,0.1,3,0.8
2,0.07,0.03,9.0,2,7dcf1501322b,0.1,3,0.8
3,0.07,0.03,32.0,3,7dcf1501322b,0.1,3,0.8
4,0.07,0.03,88.0,4,7dcf1501322b,0.1,3,0.8
5,0.07,0.03,211.0,5,7dcf1501322b,0.1,3,0.8
6,0.07,0.03,396.0,6,7dcf1501322b,0.1,3,0.8
7,0.07,0.03,555.0,7,7dcf1501322b,0.1,3,0.8
8,0.07,0.03,662.0,8,7dcf1501322b,0.1,3,0.8
9,0.07,0.03,875.0,9,7dcf1501322b,0.1,3,0.8
10,0.07,0.03,992.0,10,7dcf1501322b,0.1,3,0.8
11,0.07,0.03,1058.0,11,7dcf1501322b,0.1,3,0.8
12,0.07,0.03,1195.0,12,7dcf1501322b,0.1,3,0.8
13,0.07,0.03,1304.0,13,7dcf1501322b,0.1,3,0.8
0,0.07,0.03,1.0,0,467890763534,0.1,3,0.8
1,0.07,0.03,1.0,1,467890763534,0.1,3,0.8
2,0.07,0.03,1.0,2,467890763534,0.1,3,0.8
3,0.07,0.03,1.0,3,467890763534,0.1,3,0.8
4,0.07,0.03,1.0,4,467890763534,0.1,3,0.8
5,0.07,0.03,1.0,5,467890763534,0.1,3,0.8
6,0.07,0.03,1.0,6,467890763534,0.1,3,0.8
7,0.07,0.03,1.0,7,467890763534,0.1,3,0.8
8,0.07,0.03,1.0,8,467890763534,0.1,3,0.8
9,0.07,0.03,1.0,9,467890763534,0.1,3,0.8
10,0.07,0.03,1.0,10,467890763534,0.1,3,0.8
11,0.07,0.03,1.0,11,467890763534,0.1,3,0.8
12,0.07,0.03,1.0,12,467890763534,0.1,3,0.8
13,0.07,0.03,1.0,13,467890763534,0.1,3,0.8
0,0.07,0.03,1.0,0,0bb0e5830593,0.1,3,0.8
1,0.07,0.03,1.0,1,0bb0e5830593,0.1,3,0.8
2,0.07,0.03,1.0,2,0bb0e5830593,0.1,3,0.8
3,0.07,0.03,1.0,3,0bb0e5830593,0.1,3,0.8
4,0.07,0.03,1.0,4,0bb0e5830593,0.1,3,0.8
5,0.07,0.03,1.0,5,0bb0e5830593,0.1,3,0.8
6,0.07,0.03,1.0,6,0bb0e5830593,0.1,3,0.8
7,0.07,0.03,1.0,7,0bb0e5830593,0.1,3,0.8
8,0.07,0.03,1.0,8,0bb0e5830593,0.1,3,0.8
9,0.07,0.03,1.0,9,0bb0e5830593,0.1,3,0.8
10,0.07,0.03,1.0,10,0bb0e5830593,0.1,3,0.8
11,0.07,0.03,1.0,11,0bb0e5830593,0.1,3,0.8
12,0.07,0.03,1.0,12,0bb0e5830593,0.1,3,0.8
13,0.07,0.03,1.0,13,0bb0e5830593,0.1,3,0.8
0,0.07,0.03,10.0,0,7ac9f0e12937,0.1,3,0.8
1,0.07,0.03,37.0,1,7ac9f0e12937,0.1,3,0.8
2,0.07,0.03,70.0,2,7ac9f0e12937,0.1,3,0.8
3,0.07,0.03,178.0,3,7ac9f0e12937,0.1,3,0.8
4,0.07,0.03,358.0,4,7ac9f0e12937,0.1,3,0.8
5,0.07,0.03,575.0,5,7ac9f0e12937,0.1,3,0.8
6,0.07,0.03,771.0,6,7ac9f0e12937,0.1,3,0.8
7,0.07,0.03,888.0,7,7ac9f0e12937,0.1,3,0.8
8,0.07,0.03,949.0,8,7ac9f0e12937,0.1,3,0.8
9,0.07,0.03,1094.0,9,7ac9f0e12937,0.1,3,0.8
10,0.07,0.03,1165.0,10,7ac9f0e12937,0.1,3,0.8
11,0.07,0.03,1201.0,11,7ac9f0e12937,0.1,3,0.8
12,0.07,0.03,1306.0,12,7ac9f0e12937,0.1,3,0.8
13,0.07,0.03,1394.0,13,7ac9f0e12937,0.1,3,0.8
0,0.07,0.03,1.0,0,7843013a79f1,0.1,3,0.8
